DATE_TIME,HIGH_AUD-USD,LOW_AUD-USD,OPEN_AUD-USD,CLOSE_AUD-USD,DIFF_AUD-USD
2019-01-02 06:00:00,0.70115,0.70035,0.70106,0.70076,-0.00029999999999996696
2019-01-02 06:15:00,0.7020000000000001,0.70077,0.70077,0.70199,0.0012199999999999989
2019-01-02 06:30:00,0.70206,0.7015899999999999,0.70199,0.70182,-0.00017000000000000348
2019-01-02 06:45:00,0.70194,0.70163,0.70182,0.70189,7.00000000000145e-05
2019-01-02 07:00:00,0.70202,0.70175,0.70187,0.70193,6.0000000000060005e-05
2019-01-02 07:15:00,0.70252,0.70189,0.70193,0.70226,0.00032999999999994145
2019-01-02 07:30:00,0.703,0.70221,0.70226,0.70285,0.0005899999999999794
2019-01-02 07:45:00,0.70291,0.7025,0.70285,0.7026,-0.00024999999999997247
2019-01-02 08:00:00,0.7037800000000001,0.7025,0.7026,0.70355,0.0009500000000000064
2019-01-02 08:15:00,0.70444,0.7035100000000001,0.70355,0.70411,0.0005600000000000049
2019-01-02 08:30:00,0.70428,0.7036100000000001,0.70411,0.70416,4.999999999999449e-05
2019-01-02 08:45:00,0.7044199999999999,0.7036,0.70416,0.7037100000000001,-0.00044999999999995044
2019-01-02 09:00:00,0.70392,0.70282,0.7037100000000001,0.70317,-0.000540000000000096
2019-01-02 09:15:00,0.70353,0.70294,0.70317,0.70324,7.00000000000145e-05
2019-01-02 09:30:00,0.70406,0.70309,0.70324,0.70382,0.0005800000000000249
2019-01-02 09:45:00,0.70389,0.70315,0.70382,0.70327,-0.0005500000000000504
2019-01-02 10:00:00,0.70372,0.70167,0.70324,0.70168,-0.0015600000000000058
2019-01-02 10:15:00,0.70198,0.70119,0.70168,0.7014699999999999,-0.00021000000000004349
2019-01-02 10:30:00,0.70185,0.70095,0.7014699999999999,0.70124,-0.00022999999999995246
2019-01-02 10:45:00,0.70209,0.70116,0.70122,0.70181,0.0005900000000000905
2019-01-02 11:00:00,0.70212,0.7012,0.70182,0.70212,0.00029999999999996696
2019-01-02 11:15:00,0.70218,0.7017100000000001,0.70209,0.70186,-0.00022999999999995246
2019-01-02 11:30:00,0.70216,0.70118,0.70186,0.7013199999999999,-0.000540000000000096
2019-01-02 11:45:00,0.70196,0.7013,0.70131,0.7015100000000001,0.000200000000000089
2019-01-02 12:00:00,0.70172,0.70115,0.7015100000000001,0.7015100000000001,0.0
2019-01-02 12:15:00,0.70165,0.7011,0.7015100000000001,0.70111,-0.00040000000000006697
2019-01-02 12:30:00,0.70119,0.70102,0.7011,0.70112,2.0000000000020002e-05
2019-01-02 12:45:00,0.70124,0.7008300000000001,0.70112,0.70085,-0.00026999999999999247
2019-01-02 13:00:00,0.70115,0.70077,0.70085,0.70096,0.0001100000000000545
2019-01-02 13:15:00,0.70116,0.70087,0.70096,0.70096,0.0
2019-01-02 13:30:00,0.70116,0.70086,0.70096,0.70112,0.00015999999999993797
2019-01-02 13:45:00,0.70126,0.70075,0.70112,0.70082,-0.00029999999999996696
2019-01-02 14:00:00,0.70104,0.70067,0.70082,0.70103,0.00021000000000004349
2019-01-02 14:15:00,0.70121,0.70071,0.70103,0.7008,-0.0002300000000000635
2019-01-02 14:30:00,0.70096,0.7006100000000001,0.7008,0.70063,-0.00017000000000000348
2019-01-02 14:45:00,0.7006899999999999,0.70033,0.70063,0.7004100000000001,-0.00021999999999988695
2019-01-02 15:00:00,0.7004100000000001,0.70008,0.7004100000000001,0.70033,-8.000000000008001e-05
2019-01-02 15:15:00,0.70039,0.69817,0.70033,0.69862,-0.0017099999999999893
2019-01-02 15:30:00,0.69908,0.69845,0.6986100000000001,0.69887,0.00025999999999992696
2019-01-02 15:45:00,0.69902,0.69857,0.69887,0.69858,-0.00029000000000001247
2019-01-02 16:00:00,0.69916,0.69855,0.6985899999999999,0.69911,0.000520000000000076
2019-01-02 16:15:00,0.6991,0.69847,0.6991,0.6987800000000001,-0.00031999999999998696
2019-01-02 16:30:00,0.6988800000000001,0.69843,0.6987800000000001,0.6985899999999999,-0.0001900000000001345
2019-01-02 16:45:00,0.6995100000000001,0.69829,0.6985899999999999,0.69917,0.0005800000000000249
2019-01-02 17:00:00,0.70006,0.69889,0.69917,0.6998,0.0006300000000000194
2019-01-02 17:15:00,0.69981,0.69902,0.6998,0.69908,-0.0007199999999999429
2019-01-02 17:30:00,0.69973,0.69868,0.69908,0.6996399999999999,0.0005599999999998939
2019-01-02 17:45:00,0.70021,0.69918,0.69963,0.69985,0.00021999999999999797
2019-01-02 18:00:00,0.7006600000000001,0.69972,0.69986,0.70065,0.0007899999999999574
2019-01-02 18:15:00,0.70105,0.7004600000000001,0.70065,0.7008300000000001,0.000180000000000069
2019-01-02 18:30:00,0.70098,0.69994,0.7008300000000001,0.70004,-0.0007900000000000684
2019-01-02 18:45:00,0.7003199999999999,0.69984,0.70004,0.69985,-0.00019000000000002348
2019-01-02 19:00:00,0.70002,0.69967,0.69986,0.69992,5.999999999994898e-05
2019-01-02 19:15:00,0.70002,0.6994600000000001,0.69992,0.6997800000000001,-0.00013999999999991797
2019-01-02 19:30:00,0.7003,0.6997399999999999,0.6997800000000001,0.6999,0.00011999999999989797
2019-01-02 19:45:00,0.70008,0.69944,0.6999,0.6998300000000001,-6.999999999990347e-05
2019-01-02 20:00:00,0.6999,0.69934,0.69982,0.69947,-0.00034999999999996145
