DATE_TIME,HIGH_EUR-JPY,LOW_EUR-JPY,OPEN_EUR-JPY,CLOSE_EUR-JPY,DIFF_EUR-JPY
2019-01-02 06:00:00,125.27,125.18299999999999,125.264,125.18299999999999,-0.08100000000000307
2019-01-02 06:15:00,125.21,125.167,125.184,125.177,-0.006999999999990791
2019-01-02 06:30:00,125.23100000000001,125.165,125.176,125.206,0.030000000000001137
2019-01-02 06:45:00,125.23,125.196,125.206,125.22399999999999,0.01799999999998647
2019-01-02 07:00:00,125.274,125.21700000000001,125.223,125.27,0.046999999999997044
2019-01-02 07:15:00,125.396,125.26899999999999,125.27,125.37299999999999,0.10299999999999443
2019-01-02 07:30:00,125.462,125.37100000000001,125.37299999999999,125.45,0.07700000000001239
2019-01-02 07:45:00,125.501,125.415,125.449,125.484,0.03499999999999659
2019-01-02 08:00:00,125.55,125.445,125.48299999999999,125.493,0.010000000000005116
2019-01-02 08:15:00,125.51299999999999,125.447,125.492,125.495,0.0030000000000001137
2019-01-02 08:30:00,125.50200000000001,125.434,125.495,125.449,-0.04600000000000648
2019-01-02 08:45:00,125.51299999999999,125.42399999999999,125.449,125.512,0.06300000000000239
2019-01-02 09:00:00,125.571,125.449,125.509,125.49700000000001,-0.011999999999986244
2019-01-02 09:15:00,125.51100000000001,125.439,125.49700000000001,125.484,-0.01300000000001944
2019-01-02 09:30:00,125.559,125.445,125.484,125.515,0.03100000000000591
2019-01-02 09:45:00,125.54799999999999,125.439,125.515,125.476,-0.03900000000000148
2019-01-02 10:00:00,125.48700000000001,125.155,125.47200000000001,125.177,-0.2950000000000017
2019-01-02 10:15:00,125.185,124.976,125.178,124.994,-0.1839999999999975
2019-01-02 10:30:00,124.994,124.58200000000001,124.994,124.652,-0.34199999999999875
2019-01-02 10:45:00,124.823,124.63799999999999,124.65,124.757,0.10699999999999932
2019-01-02 11:00:00,124.76100000000001,124.48200000000001,124.756,124.535,-0.22100000000000364
2019-01-02 11:15:00,124.569,124.40700000000001,124.535,124.52,-0.015000000000000568
2019-01-02 11:30:00,124.557,124.389,124.52,124.463,-0.05700000000000216
2019-01-02 11:45:00,124.6,124.43700000000001,124.463,124.59200000000001,0.1290000000000191
2019-01-02 12:00:00,124.661,124.54799999999999,124.59200000000001,124.56,-0.03200000000001069
2019-01-02 12:15:00,124.62200000000001,124.539,124.559,124.61,0.05100000000000193
2019-01-02 12:30:00,124.631,124.56,124.61,124.624,0.013999999999995794
2019-01-02 12:45:00,124.83,124.615,124.62299999999999,124.744,0.12100000000000932
2019-01-02 13:00:00,124.821,124.72399999999999,124.744,124.73299999999999,-0.01100000000000989
2019-01-02 13:15:00,124.82600000000001,124.73100000000001,124.73200000000001,124.801,0.0689999999999884
2019-01-02 13:30:00,124.811,124.738,124.801,124.74799999999999,-0.05300000000001148
2019-01-02 13:45:00,124.806,124.743,124.74799999999999,124.78,0.03200000000001069
2019-01-02 14:00:00,124.87700000000001,124.751,124.779,124.866,0.0870000000000033
2019-01-02 14:15:00,124.867,124.62299999999999,124.865,124.63,-0.23499999999999943
2019-01-02 14:30:00,124.633,124.521,124.62899999999999,124.574,-0.05499999999999261
2019-01-02 14:45:00,124.59899999999999,124.50200000000001,124.574,124.506,-0.06799999999999784
2019-01-02 15:00:00,124.523,124.24799999999999,124.506,124.27600000000001,-0.22999999999998977
2019-01-02 15:15:00,124.35600000000001,123.883,124.275,124.00200000000001,-0.27299999999999613
2019-01-02 15:30:00,124.226,124.00200000000001,124.00200000000001,124.199,0.19699999999998852
2019-01-02 15:45:00,124.229,124.104,124.199,124.193,-0.006000000000000227
2019-01-02 16:00:00,124.29700000000001,124.176,124.191,124.262,0.07099999999999795
2019-01-02 16:15:00,124.26899999999999,124.18700000000001,124.262,124.23700000000001,-0.024999999999991473
2019-01-02 16:30:00,124.30799999999999,124.184,124.235,124.249,0.013999999999995794
2019-01-02 16:45:00,124.32700000000001,124.227,124.249,124.241,-0.007999999999995566
2019-01-02 17:00:00,124.34200000000001,124.149,124.241,124.339,0.09799999999999898
2019-01-02 17:15:00,124.339,124.15700000000001,124.339,124.215,-0.12399999999999523
2019-01-02 17:30:00,124.241,124.072,124.215,124.169,-0.04600000000000648
2019-01-02 17:45:00,124.20700000000001,124.06700000000001,124.169,124.101,-0.06799999999999784
2019-01-02 18:00:00,124.236,124.09100000000001,124.103,124.17399999999999,0.07099999999999795
2019-01-02 18:15:00,124.177,124.09700000000001,124.17399999999999,124.12,-0.053999999999987836
2019-01-02 18:30:00,124.17,124.06700000000001,124.118,124.145,0.027000000000001023
2019-01-02 18:45:00,124.179,124.06,124.146,124.065,-0.08100000000000307
2019-01-02 19:00:00,124.11,124.045,124.064,124.095,0.03100000000000591
2019-01-02 19:15:00,124.09899999999999,123.956,124.095,124.014,-0.08100000000000307
2019-01-02 19:30:00,124.088,123.98899999999999,124.01,124.037,0.027000000000001023
2019-01-02 19:45:00,124.11,124.005,124.037,124.084,0.046999999999997044
2019-01-02 20:00:00,124.09,123.958,124.083,124.006,-0.07699999999999818
2019-01-02 20:15:00,124.037,123.98100000000001,124.006,124.022,0.016000000000005343
2019-01-02 20:30:00,124.024,123.971,124.022,123.976,-0.04600000000000648
2019-01-02 20:45:00,124.021,123.969,123.976,124.01,0.034000000000006025
2019-01-02 21:00:00,124.01100000000001,123.936,124.01,123.962,-0.04800000000000182
2019-01-02 21:15:00,124.042,123.936,123.962,124.01100000000001,0.049000000000006594
2019-01-02 21:30:00,124.046,123.941,124.012,123.98,-0.031999999999996476
2019-01-02 21:45:00,124.046,123.874,123.98,123.896,-0.08400000000000318
2019-01-02 22:00:00,123.904,123.705,123.896,123.789,-0.10699999999999932
2019-01-02 22:15:00,123.85600000000001,123.78,123.789,123.83,0.04099999999999682
2019-01-02 22:30:00,123.86,123.789,123.831,123.79,-0.04099999999999682
2019-01-02 22:45:00,123.855,123.78,123.79,123.786,-0.0040000000000048885
2019-01-02 23:00:00,123.82,123.76100000000001,123.786,123.792,0.006000000000000227
2019-01-02 23:15:00,123.794,123.759,123.792,123.759,-0.03300000000000125
2019-01-02 23:30:00,123.77,123.595,123.757,123.65,-0.10699999999999932
2019-01-02 23:45:00,123.694,123.52,123.65,123.531,-0.11899999999999977
