DATE_TIME,HIGH_USD-CAD,LOW_USD-CAD,OPEN_USD-CAD,CLOSE_USD-CAD,DIFF_USD-CAD
2019-01-02 13:00:00,1.36386,1.36295,1.36314,1.3632,5.999999999994898e-05
2019-01-02 13:15:00,1.36335,1.36257,1.3632,1.36286,-0.00034000000000000696
2019-01-02 13:30:00,1.36361,1.36255,1.36286,1.36314,0.000280000000000058
2019-01-02 13:45:00,1.36362,1.36278,1.36314,1.3632,5.999999999994898e-05
2019-01-02 14:00:00,1.36342,1.36231,1.3632,1.36231,-0.0008900000000000574
2019-01-02 14:15:00,1.36349,1.36204,1.36231,1.36341,0.001100000000000101
2019-01-02 14:30:00,1.3641299999999998,1.36338,1.36341,1.36388,0.00046999999999997044
2019-01-02 14:45:00,1.3642299999999998,1.3635,1.36387,1.36363,-0.00024000000000001798
2019-01-02 15:00:00,1.36431,1.36342,1.36363,1.36409,0.000460000000000127
2019-01-02 15:15:00,1.36621,1.36324,1.36409,1.36549,0.0014000000000000679
2019-01-02 15:30:00,1.36592,1.3647,1.3655,1.36536,-0.000140000000000029
2019-01-02 15:45:00,1.36554,1.36481,1.36536,1.365,-0.00035999999999991594
2019-01-02 16:00:00,1.36507,1.36281,1.36501,1.36281,-0.0021999999999999797
2019-01-02 16:15:00,1.3635700000000002,1.36248,1.36282,1.36266,-0.00015999999999993797
2019-01-02 16:30:00,1.36379,1.36264,1.36265,1.3636700000000002,0.001020000000000243
2019-01-02 16:45:00,1.3643299999999998,1.3623,1.3636700000000002,1.36248,-0.0011900000000002464
2019-01-02 17:00:00,1.36292,1.35938,1.36248,1.3595700000000002,-0.002909999999999746
2019-01-02 17:15:00,1.35998,1.35902,1.3595700000000002,1.3594,-0.00017000000000022553
2019-01-02 17:30:00,1.36049,1.35773,1.3594,1.35776,-0.0016399999999998638
2019-01-02 17:45:00,1.36091,1.3573,1.35777,1.3606,0.00283000000000011
2019-01-02 18:00:00,1.36091,1.35869,1.3606,1.35876,-0.0018400000000000638
2019-01-02 18:15:00,1.35921,1.35801,1.35877,1.35856,-0.00021000000000004349
2019-01-02 18:30:00,1.35931,1.35822,1.35857,1.35874,0.00017000000000000348
2019-01-02 18:45:00,1.35916,1.3582,1.35874,1.35915,0.00041000000000002146
2019-01-02 19:00:00,1.3594,1.35773,1.3592,1.35811,-0.0010900000000000354
2019-01-02 19:15:00,1.35851,1.35744,1.3581,1.35764,-0.000460000000000127
2019-01-02 19:30:00,1.35802,1.3571,1.35764,1.35766,2.0000000000131024e-05
2019-01-02 19:45:00,1.3581299999999998,1.35732,1.35766,1.35809,0.00042999999999993044
2019-01-02 20:00:00,1.35875,1.3575,1.3581,1.3586200000000002,0.000520000000000076
2019-01-02 20:15:00,1.35888,1.358,1.3586200000000002,1.35861,-1.0000000000065512e-05
2019-01-02 20:30:00,1.3595,1.35857,1.35864,1.35912,0.00048000000000003595
2019-01-02 20:45:00,1.3593,1.35839,1.35912,1.35858,-0.000540000000000207
2019-01-02 21:00:00,1.3595,1.35839,1.35861,1.35944,0.0008299999999998864
2019-01-02 21:15:00,1.35961,1.35837,1.35944,1.35871,-0.0007299999999998974
2019-01-02 21:30:00,1.35887,1.35849,1.35871,1.35857,-0.000140000000000029
2019-01-02 21:45:00,1.35886,1.35849,1.3586,1.35867,7.00000000000145e-05
2019-01-02 22:00:00,1.35941,1.35829,1.35865,1.35874,9.000000000014552e-05
2019-01-02 22:15:00,1.3593,1.35861,1.35874,1.35922,0.00048000000000003595
2019-01-02 22:30:00,1.35972,1.35901,1.35923,1.3592,-2.999999999997449e-05
2019-01-02 22:45:00,1.35927,1.35807,1.3592,1.35812,-0.0010799999999999699
2019-01-02 23:00:00,1.35858,1.35775,1.35809,1.35834,0.0002500000000000835
2019-01-02 23:15:00,1.35864,1.3582299999999998,1.35834,1.35837,2.999999999997449e-05
2019-01-02 23:30:00,1.35917,1.35822,1.35837,1.35914,0.0007699999999999374
2019-01-02 23:45:00,1.35932,1.3576700000000002,1.35913,1.35768,-0.0014499999999999513
2019-01-03 00:00:00,1.35872,1.35752,1.3576700000000002,1.35868,0.0010099999999999554
2019-01-03 00:15:00,1.3596,1.35847,1.3585200000000002,1.35944,0.0009199999999998099
2019-01-03 00:30:00,1.36451,1.35872,1.35944,1.36273,0.003290000000000015
2019-01-03 00:45:00,1.36453,1.3597,1.36275,1.36284,9.000000000014552e-05
2019-01-03 01:00:00,1.36469,1.3617,1.36282,1.36282,0.0
2019-01-03 01:15:00,1.36543,1.36281,1.36281,1.36468,0.0018699999999998163
2019-01-03 01:30:00,1.3651,1.36406,1.36468,1.36415,-0.0005299999999999194
2019-01-03 01:45:00,1.36419,1.36274,1.36415,1.3631,-0.0010499999999999954
2019-01-03 02:00:00,1.36321,1.3625,1.36311,1.36261,-0.0004999999999999449
2019-01-03 02:15:00,1.3627200000000002,1.36227,1.36261,1.36256,-5.0000000000105516e-05
2019-01-03 02:30:00,1.36312,1.36244,1.36255,1.36283,0.000280000000000058
2019-01-03 02:45:00,1.36321,1.3627200000000002,1.36283,1.3632,0.00036999999999998145
2019-01-03 03:00:00,1.36337,1.3625,1.3632,1.36259,-0.0006099999999999994
2019-01-03 03:15:00,1.36343,1.36259,1.36259,1.36302,0.00042999999999993044
2019-01-03 03:30:00,1.36323,1.36292,1.36302,1.36305,3.0000000000196536e-05
2019-01-03 03:45:00,1.36306,1.36195,1.36304,1.36206,-0.0009799999999999809
2019-01-03 04:00:00,1.36304,1.36204,1.36206,1.36302,0.0009599999999998499
2019-01-03 04:15:00,1.3634700000000002,1.36297,1.36302,1.36313,0.0001100000000000545
2019-01-03 04:30:00,1.36313,1.36265,1.36313,1.36279,-0.00034000000000000696
2019-01-03 04:45:00,1.36339,1.36265,1.36279,1.36336,0.0005699999999999594
2019-01-03 05:00:00,1.36353,1.36295,1.36336,1.3634,4.0000000000040004e-05
2019-01-03 05:15:00,1.3635,1.36331,1.3634,1.36346,5.999999999994898e-05
2019-01-03 05:30:00,1.36356,1.36327,1.36346,1.36346,0.0
2019-01-03 05:45:00,1.3635,1.36332,1.36346,1.36342,-3.999999999981796e-05
2019-01-03 06:00:00,1.36397,1.3634,1.36342,1.3638,0.0003799999999998249
2019-01-03 06:15:00,1.36384,1.36363,1.3638,1.36384,4.0000000000040004e-05
2019-01-03 06:30:00,1.36391,1.36353,1.36384,1.36355,-0.00028999999999990145
2019-01-03 06:45:00,1.36376,1.36343,1.36353,1.36359,6.000000000017103e-05
2019-01-03 07:00:00,1.36377,1.36345,1.36359,1.36373,0.000140000000000029
2019-01-03 07:15:00,1.36451,1.36371,1.36373,1.36434,0.0006099999999999994
2019-01-03 07:30:00,1.36431,1.36409,1.36431,1.3642,-0.00010999999999983245
2019-01-03 07:45:00,1.36431,1.36397,1.3642,1.36407,-0.00013000000000018552
2019-01-03 08:00:00,1.36419,1.36362,1.36407,1.3638,-0.00026999999999999247
2019-01-03 08:15:00,1.36387,1.36299,1.3638,1.36331,-0.0004899999999998794
2019-01-03 08:30:00,1.36363,1.36321,1.36332,1.36346,0.00013999999999980695
2019-01-03 08:45:00,1.36348,1.36256,1.36346,1.36302,-0.00043999999999999595
2019-01-03 09:00:00,1.3631,1.36245,1.36301,1.3628,-0.00021000000000004349
2019-01-03 09:15:00,1.36351,1.36257,1.3628,1.36302,0.00021999999999988695
2019-01-03 09:30:00,1.36302,1.36184,1.36302,1.36191,-0.0011099999999999444
2019-01-03 09:45:00,1.36215,1.36152,1.36191,1.3617,-0.00021000000000004349
2019-01-03 10:00:00,1.36256,1.36086,1.36172,1.36131,-0.00041000000000002146
2019-01-03 10:15:00,1.36173,1.36078,1.36131,1.36135,4.0000000000040004e-05
2019-01-03 10:30:00,1.36199,1.36114,1.36136,1.3617,0.00034000000000000696
2019-01-03 10:45:00,1.36188,1.3612799999999998,1.3617,1.36168,-1.999999999990898e-05
2019-01-03 11:00:00,1.36191,1.36127,1.36169,1.36155,-0.000140000000000029
2019-01-03 11:15:00,1.36174,1.36078,1.36155,1.36133,-0.000220000000000109
2019-01-03 11:30:00,1.3619,1.36113,1.36133,1.36132,-9.999999999843467e-06
2019-01-03 11:45:00,1.36189,1.36085,1.36132,1.36186,0.0005399999999999849
2019-01-03 12:00:00,1.36214,1.36149,1.36186,1.3616700000000002,-0.00018999999999991246
2019-01-03 12:15:00,1.36197,1.36139,1.3616700000000002,1.36141,-0.000260000000000149
2019-01-03 12:30:00,1.36159,1.36124,1.3614,1.36131,-8.999999999992347e-05
2019-01-03 12:45:00,1.36173,1.36097,1.36131,1.36161,0.00029999999999996696
2019-01-03 13:00:00,1.36211,1.36161,1.36161,1.36198,0.00036999999999998145
2019-01-03 13:15:00,1.36219,1.36154,1.36198,1.36182,-0.00015999999999993797
2019-01-03 13:30:00,1.36226,1.36171,1.36181,1.36208,0.00026999999999999247
2019-01-03 13:45:00,1.3621299999999998,1.36152,1.36208,1.36156,-0.0005199999999998539
2019-01-03 14:00:00,1.3618,1.36088,1.36156,1.36109,-0.0004700000000001925
2019-01-03 14:15:00,1.36109,1.36,1.36109,1.36004,-0.0010499999999999954
2019-01-03 14:30:00,1.36007,1.35781,1.36005,1.35871,-0.0013399999999998968
2019-01-03 14:45:00,1.359,1.35821,1.35871,1.35831,-0.000400000000000178
2019-01-03 15:00:00,1.35878,1.35571,1.35831,1.35614,-0.0021700000000000053
2019-01-03 15:15:00,1.35748,1.35372,1.35614,1.354,-0.0021399999999998087
2019-01-03 15:30:00,1.35485,1.35337,1.35399,1.35457,0.0005800000000000249
2019-01-03 15:45:00,1.35497,1.35375,1.35457,1.35375,-0.0008200000000000429
2019-01-03 16:00:00,1.35377,1.35266,1.35375,1.35329,-0.00045999999999990493
2019-01-03 16:15:00,1.3534,1.3515,1.35329,1.35253,-0.0007600000000000939
2019-01-03 16:30:00,1.35343,1.35227,1.35253,1.35233,-0.00019999999999997797
2019-01-03 16:45:00,1.3531799999999998,1.35132,1.35233,1.35193,-0.00039999999999995595
2019-01-03 17:00:00,1.35449,1.35109,1.35109,1.3524200000000002,0.0013300000000002754
2019-01-03 17:15:00,1.35265,1.35072,1.35243,1.35192,-0.0005100000000000104
2019-01-03 17:30:00,1.35394,1.35086,1.35192,1.35355,0.0016300000000000203
2019-01-03 17:45:00,1.35374,1.35064,1.35356,1.35087,-0.002690000000000081
2019-01-03 18:00:00,1.35178,1.34926,1.35092,1.3493,-0.0016199999999999548
2019-01-03 18:15:00,1.34974,1.3473700000000002,1.3493,1.34944,0.000140000000000029
2019-01-03 18:30:00,1.34991,1.3473700000000002,1.34943,1.34782,-0.0016099999999998893
2019-01-03 18:45:00,1.34874,1.34753,1.34782,1.34834,0.000520000000000076
2019-01-03 19:00:00,1.34873,1.34761,1.34835,1.34809,-0.00025999999999992696
2019-01-03 19:15:00,1.34837,1.34758,1.34809,1.34773,-0.00035999999999991594
2019-01-03 19:30:00,1.34858,1.34744,1.34772,1.34855,0.0008299999999998864
2019-01-03 19:45:00,1.3486200000000002,1.34697,1.34856,1.34728,-0.0012799999999999478
2019-01-03 20:00:00,1.34825,1.34713,1.34728,1.34818,0.0008999999999999009
2019-01-03 20:15:00,1.34882,1.3475700000000002,1.34818,1.34781,-0.00036999999999998145
2019-01-03 20:30:00,1.34844,1.34759,1.34781,1.34797,0.00015999999999993797
2019-01-03 20:45:00,1.34853,1.34766,1.34797,1.34778,-0.00018999999999991246
2019-01-03 21:00:00,1.34815,1.34689,1.34779,1.34802,0.00022999999999995246
2019-01-03 21:15:00,1.34824,1.34753,1.34802,1.34791,-0.0001100000000000545
2019-01-03 21:30:00,1.34817,1.34762,1.34791,1.34797,5.999999999994898e-05
2019-01-03 21:45:00,1.34839,1.34768,1.34797,1.34772,-0.00024999999999986144
2019-01-03 22:00:00,1.34872,1.3477,1.34772,1.34869,0.0009699999999999154
2019-01-03 22:15:00,1.3489,1.34794,1.34869,1.34835,-0.00034000000000000696
2019-01-03 22:30:00,1.3485,1.34771,1.34832,1.34829,-2.999999999997449e-05
2019-01-03 22:45:00,1.34845,1.3476,1.34829,1.34817,-0.00011999999999989797
2019-01-03 23:00:00,1.34824,1.34781,1.34819,1.34809,-9.999999999998899e-05
2019-01-03 23:15:00,1.3481,1.34781,1.34809,1.34785,-0.00024000000000001798
2019-01-03 23:30:00,1.34832,1.34774,1.34781,1.34793,0.00012000000000012001
2019-01-03 23:45:00,1.34878,1.34789,1.34791,1.34878,0.0008700000000001484
2019-01-04 00:00:00,1.34909,1.34847,1.34878,1.34909,0.00030999999999981043
2019-01-04 00:15:00,1.3496,1.34877,1.34889,1.34924,0.0003500000000000725
2019-01-04 00:30:00,1.34931,1.34888,1.34919,1.34888,-0.00030999999999981043
2019-01-04 00:45:00,1.34909,1.34753,1.34888,1.3477,-0.001180000000000181
2019-01-04 01:00:00,1.3482,1.3477,1.3477,1.34771,1.0000000000065512e-05
2019-01-04 01:15:00,1.34784,1.34745,1.34771,1.3475,-0.00021000000000004349
2019-01-04 01:30:00,1.34764,1.34741,1.34751,1.34751,0.0
2019-01-04 01:45:00,1.348,1.34751,1.34756,1.34794,0.0003799999999998249
2019-01-04 02:00:00,1.3486,1.34785,1.34794,1.34856,0.0006200000000000649
2019-01-04 02:15:00,1.3486200000000002,1.34828,1.34856,1.34857,1.0000000000065512e-05
2019-01-04 02:30:00,1.34881,1.34837,1.34857,1.34875,0.00017999999999984695
2019-01-04 02:45:00,1.34889,1.3486,1.34875,1.34861,-0.00013999999999980695
2019-01-04 03:00:00,1.34868,1.34825,1.34861,1.3484200000000002,-0.00018999999999991246
2019-01-04 03:15:00,1.34909,1.3484200000000002,1.3484200000000002,1.3489,0.0004799999999998139
2019-01-04 03:30:00,1.34892,1.34782,1.34889,1.34789,-0.0009999999999998899
2019-01-04 03:45:00,1.34801,1.34763,1.34789,1.34799,9.999999999998899e-05
2019-01-04 04:00:00,1.34804,1.34772,1.34799,1.3479,-8.999999999992347e-05
2019-01-04 04:15:00,1.34802,1.3477,1.3479,1.34779,-0.0001100000000000545
2019-01-04 04:30:00,1.34825,1.34772,1.34779,1.34809,0.00029999999999996696
2019-01-04 04:45:00,1.34855,1.34809,1.34809,1.34855,0.00045999999999990493
2019-01-04 05:00:00,1.3491,1.3485,1.34857,1.3489,0.00032999999999994145
2019-01-04 05:15:00,1.3490799999999998,1.34869,1.34891,1.34883,-8.000000000008001e-05
2019-01-04 05:30:00,1.34892,1.34855,1.34883,1.34857,-0.00025999999999992696
2019-01-04 05:45:00,1.3486200000000002,1.34836,1.34856,1.34837,-0.00018999999999991246
2019-01-04 06:00:00,1.34846,1.34829,1.34837,1.34843,5.999999999994898e-05
2019-01-04 06:15:00,1.34868,1.34836,1.34843,1.34856,0.00012999999999996348
2019-01-04 06:30:00,1.34868,1.34846,1.34856,1.34846,-9.999999999998899e-05
2019-01-04 06:45:00,1.34847,1.34829,1.34846,1.3484200000000002,-3.999999999981796e-05
2019-01-04 07:00:00,1.34849,1.34836,1.3484200000000002,1.34836,-6.000000000017103e-05
2019-01-04 07:15:00,1.3484200000000002,1.34827,1.34836,1.34832,-4.0000000000040004e-05
2019-01-04 07:30:00,1.3484,1.3480299999999998,1.34831,1.3482299999999998,-8.000000000008001e-05
2019-01-04 07:45:00,1.34871,1.3482299999999998,1.3482299999999998,1.34866,0.0004300000000001525
2019-01-04 08:00:00,1.34881,1.3484200000000002,1.34866,1.34861,-4.999999999988347e-05
2019-01-04 08:15:00,1.3486200000000002,1.34795,1.34861,1.3481,-0.0005100000000000104
2019-01-04 08:30:00,1.3481299999999998,1.3477,1.3481,1.34779,-0.00031000000000003247
2019-01-04 08:45:00,1.34785,1.34733,1.34779,1.34742,-0.00036999999999998145
2019-01-04 09:00:00,1.3475,1.3461299999999998,1.34743,1.34614,-0.0012900000000000134
2019-01-04 09:15:00,1.34649,1.34563,1.34614,1.34565,-0.0004899999999998794
2019-01-04 09:30:00,1.34597,1.3452,1.34565,1.34579,0.000140000000000029
2019-01-04 09:45:00,1.34589,1.34448,1.34579,1.34484,-0.0009500000000000064
2019-01-04 10:00:00,1.34543,1.34473,1.34488,1.34484,-4.0000000000040004e-05
2019-01-04 10:15:00,1.3453,1.34441,1.34484,1.34474,-9.999999999998899e-05
2019-01-04 10:30:00,1.34527,1.34433,1.34474,1.34433,-0.00041000000000002146
2019-01-04 10:45:00,1.34433,1.34323,1.3443200000000002,1.34358,-0.000740000000000185
2019-01-04 11:00:00,1.34388,1.34323,1.34359,1.3437,0.00010999999999983245
2019-01-04 11:15:00,1.34404,1.34306,1.34366,1.34361,-5.0000000000105516e-05
2019-01-04 11:30:00,1.34433,1.3435,1.34361,1.34385,0.00024000000000001798
2019-01-04 11:45:00,1.34461,1.34368,1.34385,1.34453,0.0006800000000000139
2019-01-04 12:00:00,1.34497,1.34438,1.34453,1.3447,0.00017000000000000348
2019-01-04 12:15:00,1.34525,1.34439,1.3447,1.34523,0.0005299999999999194
2019-01-04 12:30:00,1.34561,1.34507,1.34523,1.34533,9.999999999998899e-05
2019-01-04 12:45:00,1.34568,1.34521,1.34534,1.3454,5.999999999994898e-05
2019-01-04 13:00:00,1.34558,1.34496,1.34538,1.34524,-0.000140000000000029
2019-01-04 13:15:00,1.34534,1.34434,1.34524,1.34483,-0.00041000000000002146
2019-01-04 13:30:00,1.34502,1.3441299999999998,1.34483,1.34447,-0.00035999999999991594
2019-01-04 13:45:00,1.34524,1.34431,1.34447,1.34448,9.999999999843467e-06
2019-01-04 14:00:00,1.34478,1.34399,1.34448,1.34425,-0.00022999999999995246
2019-01-04 14:15:00,1.34444,1.34341,1.34425,1.34368,-0.0005699999999999594
2019-01-04 14:30:00,1.34374,1.34284,1.34368,1.34313,-0.0005500000000000504
2019-01-04 14:45:00,1.34356,1.34286,1.34311,1.34342,0.00031000000000003247
2019-01-04 15:00:00,1.34441,1.34339,1.34342,1.34419,0.0007699999999999374
2019-01-04 15:15:00,1.34435,1.3425,1.34419,1.34367,-0.000520000000000076
2019-01-04 15:30:00,1.34731,1.34367,1.34367,1.34447,0.0008000000000001339
2019-01-04 15:45:00,1.34517,1.34257,1.34448,1.3432,-0.0012799999999999478
2019-01-04 16:00:00,1.34421,1.34309,1.34321,1.34314,-7.00000000000145e-05
2019-01-04 16:15:00,1.34341,1.3422,1.34314,1.34307,-7.00000000000145e-05
2019-01-04 16:30:00,1.34418,1.34295,1.34307,1.34414,0.0010699999999999044
2019-01-04 16:45:00,1.345,1.34312,1.34414,1.34458,0.000440000000000218
2019-01-04 17:00:00,1.34479,1.34361,1.34458,1.34392,-0.000660000000000105
2019-01-04 17:15:00,1.3449799999999998,1.3398,1.34392,1.33986,-0.0040599999999999525
2019-01-04 17:30:00,1.34007,1.3383,1.33986,1.33915,-0.0007099999999999884
2019-01-04 17:45:00,1.33984,1.3385,1.33915,1.33882,-0.0003300000000001635
2019-01-04 18:00:00,1.3394700000000002,1.33809,1.33884,1.33923,0.00038999999999989043
2019-01-04 18:15:00,1.34211,1.33919,1.33923,1.3414700000000002,0.002240000000000242
2019-01-04 18:30:00,1.34162,1.34017,1.3414700000000002,1.3404,-0.0010700000000001264
2019-01-04 18:45:00,1.34051,1.33917,1.3404,1.34002,-0.00038000000000004697
2019-01-04 19:00:00,1.34142,1.3397,1.34001,1.34091,0.0009000000000001229
2019-01-04 19:15:00,1.34161,1.34002,1.34091,1.3405200000000002,-0.00038999999999989043
2019-01-04 19:30:00,1.34061,1.33975,1.34046,1.34008,-0.00038000000000004697
2019-01-04 19:45:00,1.34038,1.33971,1.34007,1.3399299999999998,-0.00014000000000025103
2019-01-04 20:00:00,1.33995,1.33883,1.3399299999999998,1.33887,-0.0010599999999998388
2019-01-04 20:15:00,1.3394,1.33864,1.33887,1.33912,0.0002500000000000835
2019-01-04 20:30:00,1.33949,1.33873,1.3391,1.33928,0.000180000000000069
2019-01-04 20:45:00,1.33968,1.33922,1.33929,1.33964,0.00034999999999985043
2019-01-04 21:00:00,1.3401299999999998,1.33942,1.33964,1.33992,0.000280000000000058
2019-01-04 21:15:00,1.34001,1.33921,1.33992,1.33955,-0.00036999999999998145
2019-01-04 21:30:00,1.34015,1.33951,1.33955,1.33976,0.00021000000000004349
2019-01-04 21:45:00,1.3401,1.3393700000000002,1.33974,1.33938,-0.00035999999999991594
2019-01-04 22:00:00,1.3399299999999998,1.33931,1.33938,1.33974,0.00035999999999991594
2019-01-04 22:15:00,1.34014,1.33972,1.33974,1.3399299999999998,0.00018999999999991246
2019-01-04 22:30:00,1.34041,1.33983,1.3399299999999998,1.34009,0.00016000000000016001
2019-01-04 22:45:00,1.3405,1.33969,1.3401,1.33971,-0.0003900000000001125
2019-01-04 23:00:00,1.33983,1.33923,1.33971,1.33942,-0.00028999999999990145
2019-01-04 23:15:00,1.33942,1.33884,1.33942,1.33894,-0.00048000000000003595
2019-01-04 23:30:00,1.33911,1.33817,1.33894,1.33839,-0.0005500000000000504
2019-01-04 23:45:00,1.33827,1.33726,1.33826,1.33729,-0.0009699999999999154
2019-01-07 00:00:00,1.33822,1.33796,1.33798,1.33816,0.000180000000000069
2019-01-07 00:15:00,1.33858,1.33759,1.33811,1.33819,8.000000000008001e-05
2019-01-07 00:30:00,1.33866,1.33819,1.33819,1.33859,0.00039999999999995595
2019-01-07 00:45:00,1.33871,1.33858,1.33859,1.33859,0.0
2019-01-07 01:00:00,1.33867,1.33735,1.33859,1.33777,-0.0008200000000000429
2019-01-07 01:15:00,1.33795,1.3374,1.33777,1.33749,-0.00027999999999983594
2019-01-07 01:30:00,1.33767,1.33741,1.33749,1.33758,8.999999999992347e-05
2019-01-07 01:45:00,1.33759,1.33669,1.33759,1.33692,-0.0006699999999999484
2019-01-07 02:00:00,1.33723,1.33658,1.33692,1.3369799999999998,5.999999999972694e-05
2019-01-07 02:15:00,1.33743,1.3369799999999998,1.3369799999999998,1.33738,0.000400000000000178
2019-01-07 02:30:00,1.33742,1.33678,1.33739,1.33679,-0.000600000000000156
2019-01-07 02:45:00,1.33777,1.33679,1.33679,1.33777,0.0009799999999999809
2019-01-07 03:00:00,1.33777,1.33716,1.33777,1.33725,-0.0005199999999998539
2019-01-07 03:15:00,1.33726,1.33678,1.33724,1.33679,-0.00045000000000006146
2019-01-07 03:30:00,1.3370799999999998,1.3365200000000002,1.33679,1.33668,-0.00010999999999983245
2019-01-07 03:45:00,1.33686,1.33648,1.33668,1.33668,0.0
2019-01-07 04:00:00,1.3368,1.33648,1.33668,1.33659,-9.000000000014552e-05
2019-01-07 04:15:00,1.33669,1.33611,1.33659,1.33614,-0.0004499999999998394
2019-01-07 04:30:00,1.33617,1.3358,1.33614,1.33592,-0.000220000000000109
2019-01-07 04:45:00,1.3361299999999998,1.33588,1.33592,1.33611,0.00018999999999991246
2019-01-07 05:00:00,1.33643,1.33607,1.33611,1.33618,7.00000000000145e-05
2019-01-07 05:15:00,1.33634,1.3361,1.33617,1.33615,-2.0000000000131024e-05
2019-01-07 05:30:00,1.33623,1.33609,1.33615,1.33609,-5.999999999994898e-05
2019-01-07 05:45:00,1.3361,1.33579,1.33609,1.33579,-0.00029999999999996696
2019-01-07 06:00:00,1.3359299999999998,1.3356,1.33577,1.33562,-0.00014999999999987246
2019-01-07 06:15:00,1.33572,1.33557,1.33561,1.33569,8.000000000008001e-05
2019-01-07 06:30:00,1.33573,1.33562,1.33569,1.3357,1.0000000000065512e-05
2019-01-07 06:45:00,1.3358,1.33563,1.33569,1.33572,2.999999999997449e-05
2019-01-07 07:00:00,1.33587,1.33552,1.33572,1.33556,-0.00015999999999993797
2019-01-07 07:15:00,1.33577,1.33553,1.33556,1.33559,2.999999999997449e-05
2019-01-07 07:30:00,1.33576,1.33559,1.33559,1.33575,0.00015999999999993797
2019-01-07 07:45:00,1.33576,1.33563,1.33575,1.33574,-1.0000000000065512e-05
2019-01-07 08:00:00,1.33611,1.33566,1.33573,1.33594,0.00020999999999982144
2019-01-07 08:15:00,1.33595,1.33557,1.33594,1.33572,-0.00021999999999988695
2019-01-07 08:30:00,1.33578,1.33554,1.33572,1.33578,5.999999999994898e-05
2019-01-07 08:45:00,1.3362,1.33573,1.33577,1.3358,3.0000000000196536e-05
2019-01-07 09:00:00,1.33619,1.33564,1.3358,1.33607,0.00026999999999999247
2019-01-07 09:15:00,1.33643,1.3359299999999998,1.33606,1.33635,0.00028999999999990145
2019-01-07 09:30:00,1.3364200000000002,1.33589,1.33635,1.3359299999999998,-0.00042000000000008697
2019-01-07 09:45:00,1.3359299999999998,1.33499,1.3359299999999998,1.3351,-0.0008299999999998864
2019-01-07 10:00:00,1.33558,1.33507,1.33509,1.33516,6.999999999979245e-05
2019-01-07 10:15:00,1.33544,1.3344,1.33516,1.3345200000000002,-0.0006399999999997519
2019-01-07 10:30:00,1.33581,1.33449,1.3345200000000002,1.33579,0.0012699999999998823
2019-01-07 10:45:00,1.33614,1.33562,1.33579,1.33607,0.000280000000000058
2019-01-07 11:00:00,1.33607,1.33569,1.33607,1.3359,-0.00017000000000000348
2019-01-07 11:15:00,1.33631,1.3357,1.3359,1.33622,0.00031999999999987594
2019-01-07 11:30:00,1.33657,1.33588,1.33622,1.33651,0.0002900000000001235
