DATE_TIME,HIGH_USD-JPY,LOW_USD-JPY,OPEN_USD-JPY,CLOSE_USD-JPY,DIFF_USD-JPY
2019-01-03 01:30:00,107.868,107.468,107.577,107.623,0.04600000000000648
2019-01-03 01:45:00,107.647,107.334,107.62,107.425,-0.1950000000000074
2019-01-03 02:00:00,107.851,107.423,107.424,107.729,0.3049999999999926
2019-01-03 02:15:00,107.851,107.635,107.729,107.673,-0.055999999999997385
2019-01-03 02:30:00,107.714,107.448,107.672,107.509,-0.1629999999999967
2019-01-03 02:45:00,107.706,107.45,107.509,107.638,0.1290000000000049
2019-01-03 03:00:00,107.799,107.634,107.64,107.714,0.07399999999999807
2019-01-03 03:15:00,107.715,107.56,107.715,107.562,-0.1530000000000058
2019-01-03 03:30:00,107.584,107.429,107.561,107.465,-0.09600000000000364
2019-01-03 03:45:00,107.567,107.455,107.465,107.534,0.06900000000000261
2019-01-03 04:00:00,107.547,107.489,107.532,107.511,-0.021000000000000796
2019-01-03 04:15:00,107.516,107.353,107.511,107.387,-0.12399999999999523
2019-01-03 04:30:00,107.403,107.071,107.387,107.205,-0.18200000000000216
2019-01-03 04:45:00,107.23,107.1,107.205,107.133,-0.07200000000000273
2019-01-03 05:00:00,107.191,107.021,107.133,107.05,-0.08299999999999841
2019-01-03 05:15:00,107.18,107.043,107.049,107.15,0.10099999999999909
2019-01-03 05:30:00,107.201,107.12,107.151,107.141,-0.009999999999990905
2019-01-03 05:45:00,107.179,107.125,107.142,107.155,0.01300000000000523
2019-01-03 06:00:00,107.191,107.151,107.155,107.171,0.016000000000005343
2019-01-03 06:15:00,107.225,107.15,107.171,107.212,0.04099999999999682
2019-01-03 06:30:00,107.284,107.162,107.214,107.266,0.05200000000000671
2019-01-03 06:45:00,107.265,107.151,107.265,107.152,-0.11299999999999955
2019-01-03 07:00:00,107.16,107.062,107.151,107.064,-0.0870000000000033
2019-01-03 07:15:00,107.065,106.745,107.064,106.826,-0.23799999999999955
2019-01-03 07:30:00,106.906,106.823,106.825,106.849,0.02400000000000091
2019-01-03 07:45:00,106.976,106.826,106.849,106.965,0.11599999999999966
2019-01-03 08:00:00,106.975,106.893,106.965,106.904,-0.06100000000000705
2019-01-03 08:15:00,106.909,106.832,106.904,106.884,-0.01999999999999602
2019-01-03 08:30:00,106.904,106.797,106.883,106.854,-0.028999999999996362
2019-01-03 08:45:00,106.895,106.827,106.854,106.849,-0.0049999999999954525
2019-01-03 09:00:00,107.207,106.847,106.847,107.126,0.2790000000000106
2019-01-03 09:15:00,107.443,107.096,107.126,107.443,0.31699999999999307
2019-01-03 09:30:00,107.577,107.346,107.442,107.526,0.08400000000000318
2019-01-03 09:45:00,107.671,107.478,107.531,107.549,0.018000000000000682
2019-01-03 10:00:00,107.72,107.426,107.549,107.709,0.1599999999999966
2019-01-03 10:15:00,107.846,107.69,107.712,107.791,0.07899999999999352
2019-01-03 10:30:00,107.956,107.691,107.792,107.711,-0.08100000000000307
2019-01-03 10:45:00,107.779,107.617,107.711,107.644,-0.06699999999999307
2019-01-03 11:00:00,107.808,107.642,107.644,107.735,0.09099999999999397
2019-01-03 11:15:00,107.845,107.731,107.735,107.787,0.05200000000000671
2019-01-03 11:30:00,107.787,107.675,107.787,107.697,-0.09000000000000341
2019-01-03 11:45:00,107.753,107.655,107.697,107.656,-0.04099999999999682
2019-01-03 12:00:00,107.679,107.505,107.656,107.574,-0.08200000000000784
2019-01-03 12:15:00,107.593,107.527,107.576,107.534,-0.04199999999998738
2019-01-03 12:30:00,107.603,107.525,107.534,107.59,0.055999999999997385
2019-01-03 12:45:00,107.666,107.568,107.59,107.637,0.046999999999997044
2019-01-03 13:00:00,107.677,107.599,107.637,107.604,-0.03300000000000125
2019-01-03 13:15:00,107.645,107.545,107.603,107.557,-0.04599999999999227
2019-01-03 13:30:00,107.615,107.533,107.557,107.552,-0.0049999999999954525
2019-01-03 13:45:00,107.581,107.512,107.553,107.549,-0.003999999999990678
2019-01-03 14:00:00,107.662,107.521,107.549,107.623,0.07399999999999807
2019-01-03 14:15:00,107.646,107.612,107.623,107.642,0.018999999999991246
2019-01-03 14:30:00,107.71,107.583,107.64,107.695,0.05499999999999261
2019-01-03 14:45:00,107.695,107.647,107.695,107.66,-0.03499999999999659
2019-01-03 15:00:00,107.699,107.591,107.66,107.651,-0.009000000000000341
2019-01-03 15:15:00,107.998,107.666,107.666,107.866,0.20000000000000284
2019-01-03 15:30:00,107.866,107.694,107.866,107.7,-0.16599999999999682
2019-01-03 15:45:00,107.777,107.695,107.7,107.745,0.045000000000001705
2019-01-03 16:00:00,107.801,107.7,107.745,107.778,0.03300000000000125
2019-01-03 16:15:00,107.964,107.747,107.776,107.875,0.09900000000000375
2019-01-03 16:30:00,107.916,107.752,107.876,107.759,-0.11700000000000443
2019-01-03 16:45:00,107.81,107.714,107.759,107.745,-0.013999999999995794
2019-01-03 17:00:00,107.717,107.102,107.717,107.348,-0.3689999999999998
2019-01-03 17:15:00,107.941,107.335,107.352,107.807,0.4549999999999983
2019-01-03 17:30:00,107.807,107.517,107.807,107.627,-0.18000000000000682
2019-01-03 17:45:00,107.761,107.523,107.627,107.54,-0.08699999999998909
2019-01-03 18:00:00,107.735,107.493,107.54,107.695,0.15499999999998693
2019-01-03 18:15:00,107.753,107.57,107.695,107.583,-0.11199999999999477
2019-01-03 18:30:00,108.139,107.57,107.585,108.05,0.4650000000000034
2019-01-03 18:45:00,108.302,108.02,108.05,108.094,0.04399999999999693
2019-01-03 19:00:00,108.108,107.954,108.094,107.99,-0.1039999999999992
2019-01-03 19:15:00,108.023,107.891,107.99,107.914,-0.0759999999999934
2019-01-03 19:30:00,107.947,107.822,107.914,107.838,-0.07600000000000762
2019-01-03 19:45:00,108.063,107.836,107.838,108.022,0.1840000000000117
2019-01-03 20:00:00,108.026,107.808,108.022,107.865,-0.1570000000000107
2019-01-03 20:15:00,107.904,107.742,107.865,107.867,0.0020000000000095497
2019-01-03 20:30:00,107.906,107.755,107.867,107.901,0.033999999999991815
2019-01-03 20:45:00,107.904,107.798,107.901,107.837,-0.06399999999999295
2019-01-03 21:00:00,107.856,107.797,107.837,107.844,0.006999999999990791
2019-01-03 21:15:00,107.867,107.804,107.845,107.867,0.02200000000000557
2019-01-03 21:30:00,107.89,107.819,107.867,107.853,-0.014000000000010004
2019-01-03 21:45:00,107.852,107.72,107.852,107.731,-0.12100000000000932
2019-01-03 22:00:00,107.774,107.39,107.732,107.42,-0.3119999999999976
2019-01-03 22:15:00,107.536,107.405,107.419,107.485,0.0660000000000025
2019-01-03 22:30:00,107.647,107.468,107.483,107.543,0.060000000000002274
2019-01-03 22:45:00,107.584,107.498,107.543,107.518,-0.025000000000005684
2019-01-03 23:00:00,107.594,107.483,107.517,107.509,-0.007999999999995566
2019-01-03 23:15:00,107.559,107.464,107.509,107.554,0.045000000000001705
2019-01-03 23:30:00,107.595,107.524,107.554,107.583,0.028999999999996362
2019-01-03 23:45:00,107.67,107.599,107.601,107.666,0.06499999999999773
2019-01-04 00:00:00,107.715,107.644,107.644,107.687,0.042999999999992156
2019-01-04 00:15:00,107.686,107.649,107.686,107.649,-0.03700000000000614
2019-01-04 00:30:00,107.67,107.629,107.651,107.655,0.0040000000000048885
2019-01-04 00:45:00,107.68,107.656,107.664,107.672,0.007999999999995566
2019-01-04 01:00:00,107.964,107.639,107.673,107.92,0.2469999999999999
2019-01-04 01:15:00,107.968,107.837,107.92,107.886,-0.034000000000006025
2019-01-04 01:30:00,107.913,107.803,107.886,107.873,-0.012999999999991019
2019-01-04 01:45:00,107.902,107.806,107.873,107.849,-0.02400000000000091
2019-01-04 02:00:00,107.932,107.586,107.849,107.639,-0.21000000000000796
2019-01-04 02:15:00,107.738,107.605,107.639,107.705,0.0660000000000025
2019-01-04 02:30:00,107.818,107.698,107.708,107.761,0.05299999999999727
2019-01-04 02:45:00,107.823,107.512,107.761,107.518,-0.242999999999995
2019-01-04 03:00:00,107.673,107.517,107.518,107.628,0.10999999999999943
2019-01-04 03:15:00,107.637,107.532,107.628,107.551,-0.07699999999999818
2019-01-04 03:30:00,107.77,107.511,107.551,107.734,0.18299999999999272
2019-01-04 03:45:00,107.948,107.733,107.734,107.837,0.10300000000000864
2019-01-04 04:00:00,107.873,107.809,107.838,107.827,-0.01099999999999568
2019-01-04 04:15:00,108.087,107.803,107.827,108.018,0.1910000000000025
2019-01-04 04:30:00,108.046,107.942,108.018,108.045,0.027000000000001023
2019-01-04 04:45:00,108.192,108.023,108.045,108.111,0.0660000000000025
2019-01-04 05:00:00,108.267,108.106,108.11,108.26,0.15000000000000568
2019-01-04 05:15:00,108.356,108.2,108.26,108.324,0.06399999999999295
2019-01-04 05:30:00,108.443,108.313,108.323,108.327,0.0040000000000048885
2019-01-04 05:45:00,108.334,108.238,108.327,108.326,-0.0010000000000047748
2019-01-04 06:00:00,108.43,108.309,108.326,108.375,0.049000000000006594
2019-01-04 06:15:00,108.406,108.322,108.375,108.388,0.01300000000000523
2019-01-04 06:30:00,108.401,108.345,108.388,108.384,-0.0040000000000048885
2019-01-04 06:45:00,108.39,108.312,108.384,108.333,-0.05100000000000193
2019-01-04 07:00:00,108.374,108.318,108.333,108.356,0.022999999999996135
2019-01-04 07:15:00,108.372,108.308,108.356,108.32,-0.036000000000001364
2019-01-04 07:30:00,108.331,108.228,108.32,108.245,-0.07499999999998863
2019-01-04 07:45:00,108.267,108.209,108.245,108.252,0.006999999999990791
2019-01-04 08:00:00,108.281,108.153,108.252,108.201,-0.05100000000000193
2019-01-04 08:15:00,108.219,108.058,108.203,108.141,-0.06199999999999761
2019-01-04 08:30:00,108.158,108.102,108.14,108.145,0.0049999999999954525
2019-01-04 08:45:00,108.191,108.115,108.145,108.185,0.04000000000000625
2019-01-04 09:00:00,108.229,108.119,108.182,108.17,-0.012000000000000455
2019-01-04 09:15:00,108.217,108.02,108.17,108.048,-0.12199999999999989
2019-01-04 09:30:00,108.058,107.876,108.048,107.902,-0.1460000000000008
2019-01-04 09:45:00,107.932,107.819,107.902,107.848,-0.054000000000002046
2019-01-04 10:00:00,107.972,107.823,107.846,107.91,0.06399999999999295
2019-01-04 10:15:00,107.968,107.89,107.91,107.946,0.036000000000001364
2019-01-04 10:30:00,107.99,107.917,107.946,107.977,0.03100000000000591
2019-01-04 10:45:00,108.042,107.958,107.977,108.034,0.05700000000000216
2019-01-04 11:00:00,108.034,107.895,108.034,107.911,-0.12300000000000466
2019-01-04 11:15:00,108.036,107.863,107.912,107.99,0.07799999999998875
2019-01-04 11:30:00,108.014,107.936,107.989,107.979,-0.010000000000005116
2019-01-04 11:45:00,108.036,107.964,107.975,108.027,0.05200000000000671
2019-01-04 12:00:00,108.061,107.982,108.029,107.989,-0.03999999999999204
2019-01-04 12:15:00,108.057,107.987,107.989,108.011,0.02199999999999136
2019-01-04 12:30:00,108.016,107.928,108.011,107.955,-0.055999999999997385
2019-01-04 12:45:00,107.974,107.929,107.955,107.964,0.009000000000000341
2019-01-04 13:00:00,108.015,107.964,107.965,108.001,0.036000000000001364
2019-01-04 13:15:00,108.001,107.941,108.001,107.988,-0.01300000000000523
2019-01-04 13:30:00,108.011,107.971,107.988,107.984,-0.0040000000000048885
2019-01-04 13:45:00,107.989,107.947,107.984,107.988,0.0040000000000048885
2019-01-04 14:00:00,108.023,107.958,107.987,108.012,0.025000000000005684
2019-01-04 14:15:00,108.058,107.999,108.012,108.027,0.015000000000000568
2019-01-04 14:30:00,108.028,107.982,108.027,107.998,-0.028999999999996362
2019-01-04 14:45:00,108.031,107.989,107.998,108.001,0.0030000000000001137
2019-01-04 15:00:00,108.05,107.995,108.001,108.044,0.042999999999992156
2019-01-04 15:15:00,108.187,108.04,108.043,108.112,0.0689999999999884
2019-01-04 15:30:00,108.444,108.112,108.112,108.402,0.29000000000000625
2019-01-04 15:45:00,108.45,108.285,108.402,108.298,-0.1039999999999992
2019-01-04 16:00:00,108.444,108.275,108.298,108.373,0.07500000000000284
2019-01-04 16:15:00,108.508,108.328,108.373,108.461,0.08799999999999386
2019-01-04 16:30:00,108.586,108.435,108.461,108.549,0.08800000000000807
2019-01-04 16:45:00,108.571,108.427,108.549,108.47,-0.07900000000000773
2019-01-04 17:00:00,108.48,108.322,108.47,108.329,-0.14100000000000534
2019-01-04 17:15:00,108.359,108.156,108.33,108.296,-0.033999999999991815
2019-01-04 17:30:00,108.41,108.254,108.295,108.33,0.03499999999999659
2019-01-04 17:45:00,108.337,108.103,108.33,108.11,-0.21999999999999886
2019-01-04 18:00:00,108.303,108.061,108.109,108.289,0.18000000000000682
2019-01-04 18:15:00,108.307,108.2,108.286,108.207,-0.07900000000000773
2019-01-04 18:30:00,108.267,108.19,108.206,108.261,0.05499999999999261
2019-01-04 18:45:00,108.348,108.262,108.262,108.286,0.02400000000000091
2019-01-04 19:00:00,108.395,108.279,108.287,108.391,0.1039999999999992
2019-01-04 19:15:00,108.455,108.354,108.391,108.403,0.012000000000000455
2019-01-04 19:30:00,108.448,108.385,108.404,108.439,0.03499999999999659
2019-01-04 19:45:00,108.572,108.43,108.439,108.448,0.009000000000000341
2019-01-04 20:00:00,108.585,108.447,108.448,108.548,0.10000000000000853
2019-01-04 20:15:00,108.563,108.478,108.548,108.512,-0.036000000000001364
2019-01-04 20:30:00,108.541,108.378,108.512,108.382,-0.12999999999999545
2019-01-04 20:45:00,108.453,108.35,108.382,108.431,0.04899999999999238
2019-01-04 21:00:00,108.524,108.416,108.433,108.517,0.08399999999998897
2019-01-04 21:15:00,108.552,108.477,108.517,108.513,-0.003999999999990678
2019-01-04 21:30:00,108.534,108.477,108.513,108.506,-0.007000000000005002
2019-01-04 21:45:00,108.555,108.452,108.506,108.512,0.006000000000000227
2019-01-04 22:00:00,108.519,108.441,108.512,108.457,-0.05500000000000682
2019-01-04 22:15:00,108.46,108.427,108.457,108.436,-0.020999999999986585
2019-01-04 22:30:00,108.462,108.424,108.436,108.455,0.018999999999991246
2019-01-04 22:45:00,108.495,108.44,108.455,108.457,0.001999999999995339
2019-01-04 23:00:00,108.488,108.445,108.457,108.485,0.028000000000005798
2019-01-04 23:15:00,108.5,108.432,108.484,108.449,-0.03499999999999659
2019-01-04 23:30:00,108.492,108.441,108.448,108.492,0.04400000000001114
2019-01-04 23:45:00,108.543,108.477,108.491,108.48,-0.01099999999999568
2019-01-07 00:00:00,108.565,108.433,108.516,108.45,-0.0660000000000025
2019-01-07 00:15:00,108.47,108.419,108.435,108.47,0.03499999999999659
2019-01-07 00:30:00,108.504,108.437,108.47,108.472,0.001999999999995339
2019-01-07 00:45:00,108.48,108.439,108.472,108.47,-0.001999999999995339
2019-01-07 01:00:00,108.483,108.349,108.47,108.37,-0.09999999999999432
2019-01-07 01:15:00,108.619,108.37,108.37,108.611,0.24099999999999966
2019-01-07 01:30:00,108.615,108.534,108.611,108.565,-0.04600000000000648
2019-01-07 01:45:00,108.579,108.488,108.565,108.547,-0.018000000000000682
2019-01-07 02:00:00,108.553,108.454,108.547,108.515,-0.031999999999996476
2019-01-07 02:15:00,108.6,108.504,108.515,108.576,0.06099999999999284
2019-01-07 02:30:00,108.601,108.522,108.576,108.55,-0.02599999999999625
2019-01-07 02:45:00,108.554,108.472,108.55,108.472,-0.07800000000000296
2019-01-07 03:00:00,108.501,108.432,108.473,108.483,0.010000000000005116
2019-01-07 03:15:00,108.511,108.436,108.483,108.499,0.015999999999991132
2019-01-07 03:30:00,108.538,108.377,108.499,108.419,-0.0799999999999983
2019-01-07 03:45:00,108.419,108.319,108.419,108.367,-0.0519999999999925
2019-01-07 04:00:00,108.389,108.304,108.367,108.314,-0.05300000000001148
2019-01-07 04:15:00,108.327,108.26,108.314,108.326,0.012000000000000455
2019-01-07 04:30:00,108.339,108.281,108.326,108.29,-0.03599999999998715
2019-01-07 04:45:00,108.294,108.233,108.29,108.233,-0.05700000000000216
2019-01-07 05:00:00,108.267,108.161,108.232,108.177,-0.05499999999999261
2019-01-07 05:15:00,108.185,108.079,108.177,108.148,-0.029000000000010573
2019-01-07 05:30:00,108.163,108.094,108.148,108.153,0.005000000000009663
2019-01-07 05:45:00,108.165,108.065,108.153,108.135,-0.018000000000000682
2019-01-07 06:00:00,108.228,108.018,108.135,108.13,-0.005000000000009663
2019-01-07 06:15:00,108.149,108.068,108.13,108.127,-0.0030000000000001137
2019-01-07 06:30:00,108.175,108.117,108.127,108.143,0.016000000000005343
2019-01-07 06:45:00,108.301,108.137,108.143,108.3,0.15699999999999648
2019-01-07 07:00:00,108.311,108.252,108.3,108.292,-0.007999999999995566
2019-01-07 07:15:00,108.296,108.251,108.292,108.284,-0.007999999999995566
2019-01-07 07:30:00,108.283,108.2,108.283,108.207,-0.07600000000000762
2019-01-07 07:45:00,108.224,108.147,108.207,108.189,-0.018000000000000682
2019-01-07 08:00:00,108.24,108.158,108.19,108.197,0.007000000000005002
2019-01-07 08:15:00,108.256,108.175,108.197,108.2,0.0030000000000001137
2019-01-07 08:30:00,108.241,108.199,108.2,108.241,0.04099999999999682
2019-01-07 08:45:00,108.248,108.176,108.241,108.208,-0.03300000000000125
2019-01-07 09:00:00,108.21,108.089,108.207,108.152,-0.05499999999999261
2019-01-07 09:15:00,108.249,108.118,108.153,108.24,0.08699999999998909
2019-01-07 09:30:00,108.272,108.209,108.24,108.237,-0.0030000000000001137
2019-01-07 09:45:00,108.254,108.173,108.237,108.185,-0.0519999999999925
2019-01-07 10:00:00,108.187,108.098,108.185,108.117,-0.06799999999999784
2019-01-07 10:15:00,108.143,108.065,108.117,108.141,0.02400000000000091
2019-01-07 10:30:00,108.218,108.13,108.141,108.214,0.07299999999999329
2019-01-07 10:45:00,108.261,108.174,108.214,108.194,-0.01999999999999602
2019-01-07 11:00:00,108.225,108.147,108.194,108.203,0.009000000000000341
2019-01-07 11:15:00,108.226,108.138,108.203,108.138,-0.06499999999999773
2019-01-07 11:30:00,108.212,108.118,108.137,108.166,0.028999999999996362
2019-01-07 11:45:00,108.216,108.159,108.166,108.195,0.028999999999996362
2019-01-07 12:00:00,108.204,108.142,108.194,108.19,-0.0040000000000048885
2019-01-07 12:15:00,108.205,108.169,108.19,108.201,0.01099999999999568
2019-01-07 12:30:00,108.335,108.178,108.2,108.315,0.11499999999999488
2019-01-07 12:45:00,108.361,108.308,108.315,108.35,0.03499999999999659
2019-01-07 13:00:00,108.402,108.328,108.35,108.383,0.03300000000000125
2019-01-07 13:15:00,108.395,108.329,108.384,108.336,-0.04800000000000182
2019-01-07 13:30:00,108.4,108.336,108.336,108.383,0.046999999999997044
2019-01-07 13:45:00,108.389,108.318,108.383,108.354,-0.028999999999996362
2019-01-07 14:00:00,108.354,108.272,108.354,108.302,-0.0519999999999925
2019-01-07 14:15:00,108.352,108.3,108.302,108.301,-0.0010000000000047748
2019-01-07 14:30:00,108.321,108.277,108.301,108.287,-0.013999999999995794
2019-01-07 14:45:00,108.295,108.227,108.287,108.258,-0.029000000000010573
2019-01-07 15:00:00,108.274,108.209,108.258,108.255,-0.0030000000000001137
2019-01-07 15:15:00,108.319,108.251,108.255,108.302,0.047000000000011255
2019-01-07 15:30:00,108.353,108.253,108.302,108.345,0.042999999999992156
2019-01-07 15:45:00,108.405,108.332,108.345,108.354,0.009000000000000341
2019-01-07 16:00:00,108.372,108.303,108.353,108.32,-0.03300000000000125
2019-01-07 16:15:00,108.35,108.284,108.32,108.302,-0.01799999999998647
2019-01-07 16:30:00,108.337,108.212,108.301,108.335,0.033999999999991815
2019-01-07 16:45:00,108.335,108.252,108.335,108.313,-0.02199999999999136
2019-01-07 17:00:00,108.478,108.197,108.299,108.379,0.0799999999999983
2019-01-07 17:15:00,108.453,108.357,108.378,108.421,0.043000000000006366
2019-01-07 17:30:00,108.541,108.42,108.421,108.485,0.06399999999999295
2019-01-07 17:45:00,108.504,108.402,108.485,108.434,-0.05100000000000193
2019-01-07 18:00:00,108.486,108.422,108.434,108.435,0.0010000000000047748
2019-01-07 18:15:00,108.505,108.428,108.434,108.492,0.058000000000006935
2019-01-07 18:30:00,108.572,108.481,108.495,108.525,0.030000000000001137
2019-01-07 18:45:00,108.633,108.515,108.525,108.62,0.09499999999999886
2019-01-07 19:00:00,108.624,108.564,108.62,108.597,-0.023000000000010346
2019-01-07 19:15:00,108.612,108.564,108.598,108.581,-0.016999999999995907
2019-01-07 19:30:00,108.597,108.558,108.581,108.597,0.015999999999991132
2019-01-07 19:45:00,108.645,108.573,108.597,108.603,0.006000000000000227
2019-01-07 20:00:00,108.675,108.594,108.602,108.636,0.033999999999991815
2019-01-07 20:15:00,108.669,108.605,108.636,108.634,-0.001999999999995339
2019-01-07 20:30:00,108.661,108.614,108.634,108.644,0.010000000000005116
2019-01-07 20:45:00,108.653,108.514,108.644,108.566,-0.07800000000000296
2019-01-07 21:00:00,108.63,108.543,108.566,108.591,0.024999999999991473
2019-01-07 21:15:00,108.608,108.542,108.591,108.554,-0.03699999999999193
2019-01-07 21:30:00,108.587,108.539,108.554,108.583,0.028999999999996362
2019-01-07 21:45:00,108.618,108.575,108.584,108.594,0.009999999999990905
2019-01-07 22:00:00,108.68,108.588,108.594,108.672,0.07800000000000296
2019-01-07 22:15:00,108.744,108.654,108.672,108.742,0.07000000000000739
2019-01-07 22:30:00,108.745,108.697,108.742,108.731,-0.01100000000000989
2019-01-07 22:45:00,108.743,108.695,108.731,108.703,-0.027999999999991587
2019-01-07 23:00:00,108.716,108.666,108.703,108.678,-0.025000000000005684
2019-01-07 23:15:00,108.691,108.66,108.678,108.691,0.01300000000000523
2019-01-07 23:30:00,108.742,108.69,108.691,108.741,0.04999999999999716
